locus_tag	ftype	length_bp	gene	EC_number	COG	product
OPGKPABH_01545	CDS	219	osmB			Osmotically-inducible lipoprotein B
OPGKPABH_01546	CDS	723	srlR_3		COG1349	Glucitol operon repressor
OPGKPABH_01547	CDS	180				hypothetical protein
OPGKPABH_01548	CDS	1983	pdeR	3.1.4.52	COG5001	Cyclic di-GMP phosphodiesterase PdeR
OPGKPABH_01549	CDS	1935	rnb	3.1.13.1	COG4776	Exoribonuclease 2
OPGKPABH_01550	CDS	1134				hypothetical protein
OPGKPABH_01551	CDS	789	fabI	1.3.1.9		Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
OPGKPABH_01552	CDS	1374	steC	2.7.-.-		Secreted effector kinase SteC
OPGKPABH_01553	CDS	708	ydiV_1		COG2200	Putative anti-FlhC(2)FlhD(4) factor YdiV
OPGKPABH_01554	CDS	807	sapF			Peptide transport system ATP-binding protein SapF
OPGKPABH_01555	CDS	993	sapD			Peptide transport system ATP-binding protein SapD
OPGKPABH_01556	CDS	891	sapC			Peptide transport system permease protein SapC
OPGKPABH_01557	CDS	966	sapB			Peptide transport system permease protein SapB
OPGKPABH_01558	CDS	1650	sapA			Peptide transport periplasmic protein SapA
OPGKPABH_01559	CDS	981	pspF		COG1221	Psp operon transcriptional activator
OPGKPABH_01560	CDS	669	pspA		COG1842	Phage shock protein A
OPGKPABH_01561	CDS	225	pspB			Phage shock protein B
OPGKPABH_01562	CDS	360	pspC		COG1983	Phage shock protein C
OPGKPABH_01563	CDS	219	pspD			Phage shock protein D
OPGKPABH_01564	CDS	315	pspE	2.8.1.1	COG0607	Thiosulfate sulfurtransferase PspE
OPGKPABH_01565	CDS	1398	ycjX	3.6.5.2	COG3106	Ras-like GTPase YcjX
OPGKPABH_01566	CDS	1062				hypothetical protein
OPGKPABH_01567	CDS	1542	tyrR		COG3283	HTH-type transcriptional regulatory protein TyrR
OPGKPABH_01568	CDS	507	tpx_1	1.11.1.24	COG2077	Thiol peroxidase
OPGKPABH_01569	CDS	966	ycjG	5.1.1.20	COG4948	L-Ala-D/L-Glu epimerase
OPGKPABH_01570	CDS	729	mpaA	3.4.17.-	COG2866	Murein peptide amidase A
OPGKPABH_01571	CDS	1614	mppA		COG4166	Periplasmic murein peptide-binding protein MppA
OPGKPABH_01572	CDS	930				hypothetical protein
OPGKPABH_01573	CDS	906				HTH-type transcriptional regulator
OPGKPABH_01574	CDS	837	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
OPGKPABH_01575	CDS	714	bdcA		COG1028	Cyclic-di-GMP-binding biofilm dispersal mediator protein
OPGKPABH_01576	CDS	591	bdcR		COG1309	HTH-type transcriptional repressor BdcR
OPGKPABH_01577	CDS	237	ygdR_3			putative lipoprotein YgdR
OPGKPABH_01578	CDS	1056				hypothetical protein
OPGKPABH_01579	CDS	852	rob_1		COG2207	Right origin-binding protein
OPGKPABH_01580	CDS	687				hypothetical protein
OPGKPABH_01581	CDS	1983				hypothetical protein
OPGKPABH_01582	CDS	837				hypothetical protein
OPGKPABH_01583	CDS	519	tpx_2	1.11.1.24		Thiol peroxidase
OPGKPABH_01584	CDS	339				hypothetical protein
OPGKPABH_01585	CDS	687				hypothetical protein
OPGKPABH_01586	CDS	603				hypothetical protein
OPGKPABH_01587	CDS	1032	ynaI		COG0668	Low conductance mechanosensitive channel YnaI
OPGKPABH_01588	CDS	255				hypothetical protein
OPGKPABH_01589	CDS	948	uspE			Universal stress protein E
OPGKPABH_01590	CDS	753	fnr		COG0664	Fumarate and nitrate reduction regulatory protein
OPGKPABH_01591	CDS	516	ogt	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase
OPGKPABH_01592	CDS	564	smrA	3.1.-.-	COG2840	putative DNA endonuclease SmrA
OPGKPABH_01593	CDS	1155	tap		COG0840	Methyl-accepting chemotaxis protein IV
OPGKPABH_01594	CDS	984	zntB			Zinc transport protein ZntB
OPGKPABH_01595	CDS	1374	dbpA	3.6.4.13	COG0513	ATP-dependent RNA helicase DbpA
OPGKPABH_01596	CDS	936	ttcA	2.8.1.-		tRNA-cytidine(32) 2-sulfurtransferase
OPGKPABH_01597	CDS	339	emrE		COG2076	Multidrug transporter EmrE
OPGKPABH_01598	CDS	435	uspF			Universal stress protein F
OPGKPABH_01599	CDS	3525	nifJ	1.2.7.-	COG0674	Pyruvate-flavodoxin oxidoreductase
OPGKPABH_01600	CDS	267				hypothetical protein
OPGKPABH_01601	CDS	411	hslJ		COG3187	Heat shock protein HslJ
OPGKPABH_01602	CDS	990	ldhA	1.1.1.28	COG1052	D-lactate dehydrogenase
OPGKPABH_01603	CDS	2637	ydbH		COG2911	putative phospholipid transport protein YdbH
OPGKPABH_01604	CDS	192	ynbE			Outer membrane lipoprotein YnbE
OPGKPABH_01605	CDS	324				hypothetical protein
OPGKPABH_01606	CDS	450				hypothetical protein
OPGKPABH_01607	CDS	606	azoR	1.6.5.-		FMN-dependent NADH:quinone oxidoreductase
OPGKPABH_01608	CDS	3921	hrpA	3.6.4.13	COG1643	ATP-dependent RNA helicase HrpA
OPGKPABH_01609	CDS	801	ydcF		COG1434	Protein YdcF
OPGKPABH_01610	CDS	531	cybB	1.10.3.17	COG3038	Superoxide oxidase CybB
OPGKPABH_01611	CDS	663	aurI	2.1.1.353		Demethylluteothin O-methyltransferase
OPGKPABH_01612	CDS	96				hypothetical protein
OPGKPABH_01613	CDS	1551				hypothetical protein
OPGKPABH_01614	CDS	681	tcyL_1		COG0765	L-cystine transport system permease protein TcyL
OPGKPABH_01615	CDS	732	glnQ_1			Glutamine transport ATP-binding protein GlnQ
OPGKPABH_01616	CDS	633	tcyL_2		COG0765	L-cystine transport system permease protein TcyL
OPGKPABH_01617	CDS	762	dalS			ABC transporter D-alanine-binding periplasmic protein
OPGKPABH_01618	CDS	345				hypothetical protein
OPGKPABH_01619	CDS	1227	sseJ	3.-.-.-		Secreted effector protein SseJ
OPGKPABH_01620	CDS	717				hypothetical protein
OPGKPABH_01621	CDS	126				hypothetical protein
OPGKPABH_01622	CDS	276	frmR		COG1937	Transcriptional repressor FrmR
OPGKPABH_01623	CDS	1119	frmA	1.1.1.284	COG1062	S-(hydroxymethyl)glutathione dehydrogenase
OPGKPABH_01624	CDS	1626	trg_2		COG0840	Methyl-accepting chemotaxis protein III
OPGKPABH_01625	CDS	924	gbpR_1			HTH-type transcriptional regulator GbpR
OPGKPABH_01626	CDS	1344	ydcJ	1.13.11.93	COG5383	2-oxoadipate dioxygenase/decarboxylase
OPGKPABH_01627	CDS	1509	pnbA	3.1.1.-	COG2272	Para-nitrobenzyl esterase
OPGKPABH_01628	CDS	1620	mdoD		COG3131	Glucans biosynthesis protein D
OPGKPABH_01629	CDS	567	yceI_1		COG2353	Protein YceI
OPGKPABH_01630	CDS	1206	haox	1.1.3.-		L-lactate oxidase
OPGKPABH_01631	CDS	438		2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
OPGKPABH_01632	CDS	792	srlR_4		COG1349	Glucitol operon repressor
OPGKPABH_01633	CDS	633	rpe_2	5.1.3.1	COG0036	Ribulose-phosphate 3-epimerase
OPGKPABH_01634	CDS	438	ulaC_1		COG1762	Ascorbate-specific PTS system EIIA component
OPGKPABH_01635	CDS	807				hypothetical protein
OPGKPABH_01636	CDS	1314	gatC_3		COG3775	PTS system galactitol-specific EIIC component
OPGKPABH_01637	CDS	282	gatB_3	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
OPGKPABH_01638	CDS	1119	ysdC	3.4.11.-	COG1363	Putative aminopeptidase YsdC
OPGKPABH_01639	CDS	540	rimL	2.3.1.-	COG1670	Ribosomal-protein-serine acetyltransferase
OPGKPABH_01640	CDS	981				hypothetical protein
OPGKPABH_01641	CDS	1014	tehA		COG1275	Tellurite resistance protein TehA
OPGKPABH_01642	CDS	597	tehB	2.1.1.265	COG0500	Tellurite methyltransferase
OPGKPABH_01643	CDS	669				hypothetical protein
OPGKPABH_01644	CDS	1179	ydcO		COG3135	Inner membrane protein YdcO
OPGKPABH_01645	CDS	537	sutR_1		COG1396	HTH-type transcriptional regulator SutR
OPGKPABH_01646	CDS	1965	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
OPGKPABH_01647	CDS	231				hypothetical protein
OPGKPABH_01648	CDS	621	sifB			Secreted effector protein SifB
OPGKPABH_01649	CDS	174				hypothetical protein
OPGKPABH_01650	CDS	399				hypothetical protein
OPGKPABH_01651	CDS	123				hypothetical protein
OPGKPABH_01652	CDS	771	vanX	3.4.13.22	COG2173	D-alanyl-D-alanine dipeptidase
OPGKPABH_01653	CDS	1425	lysN	2.6.1.39	COG1167	2-aminoadipate transaminase
OPGKPABH_01654	CDS	1425	patD	1.2.1.19		Gamma-aminobutyraldehyde dehydrogenase
OPGKPABH_01655	CDS	174	ortT			Orphan toxin OrtT
OPGKPABH_01656	CDS	2145				hypothetical protein
OPGKPABH_01657	CDS	2982				hypothetical protein
OPGKPABH_01658	CDS	1326				hypothetical protein
OPGKPABH_01659	CDS	234	ydcY			putative protein YdcY
OPGKPABH_01660	CDS	450	ydcZ		COG3238	Inner membrane protein YdcZ
OPGKPABH_01661	CDS	516	yncA	2.3.1.-		L-methionine sulfoximine/L-methionine sulfone acetyltransferase
OPGKPABH_01662	CDS	1038	curA	1.3.1.-	COG2130	NADPH-dependent curcumin reductase
OPGKPABH_01663	CDS	666	mcbR		COG1802	HTH-type transcriptional regulator McbR
OPGKPABH_01664	CDS	2166	pqqU		COG4772	Pyrroloquinoline quinone transporter
OPGKPABH_01665	CDS	1062	yncE		COG3391	putative protein YncE
OPGKPABH_01666	CDS	222	ygdR_4			putative lipoprotein YgdR
OPGKPABH_01667	CDS	1494	ansP2		COG1113	L-asparagine permease 2
OPGKPABH_01668	CDS	633				hypothetical protein
OPGKPABH_01669	CDS	846	nhoA	2.3.1.118		Arylamine N-acetyltransferase / N-hydroxyarylamine O-acetyltransferase
OPGKPABH_01670	CDS	894	yddE	5.1.-.-	COG0384	putative isomerase YddE
OPGKPABH_01671	CDS	681	narV	1.7.5.1	COG2181	Respiratory nitrate reductase 2 gamma chain
OPGKPABH_01672	CDS	696	narW		COG2180	putative nitrate reductase molybdenum cofactor assembly chaperone NarW
OPGKPABH_01673	CDS	1545	narY	1.7.5.1	COG1140	Respiratory nitrate reductase 2 beta chain
OPGKPABH_01674	CDS	3741	narZ	1.7.5.1	COG5013	Respiratory nitrate reductase 2 alpha chain
OPGKPABH_01675	CDS	1389	narU		COG2223	Nitrate/nitrite transporter NarU
OPGKPABH_01676	CDS	579				hypothetical protein
OPGKPABH_01677	CDS	1488	smvA			Methyl viologen resistance protein SmvA
OPGKPABH_01678	CDS	441				hypothetical protein
OPGKPABH_01679	CDS	1089	ompD			Outer membrane porin OmpD
OPGKPABH_01680	CDS	882	yddG			Aromatic amino acid exporter YddG
OPGKPABH_01681	CDS	588	fdnG_1	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OPGKPABH_01682	CDS	2412	fdnG_2	1.17.5.3	COG0243	Formate dehydrogenase, nitrate-inducible, major subunit
OPGKPABH_01683	CDS	885	fdnH_2		COG0437	Formate dehydrogenase, nitrate-inducible, iron-sulfur subunit
OPGKPABH_01684	CDS	657	fdnI		COG2864	Formate dehydrogenase, nitrate-inducible, cytochrome b556(Fdn) subunit
OPGKPABH_01685	CDS	1011	adhP	1.1.1.1	COG1064	Alcohol dehydrogenase, propanol-preferring
OPGKPABH_01686	CDS	1698	maeA	1.1.1.38	COG0281	NAD-dependent malic enzyme
OPGKPABH_01687	CDS	144	sra			Stationary-phase-induced ribosome-associated protein
OPGKPABH_01688	CDS	216	bdm			Protein bdm
OPGKPABH_01689	CDS	432	osmC	1.11.1.-	COG1764	Peroxiredoxin OsmC
OPGKPABH_01690	CDS	330	hdeB			Acid stress chaperone HdeB
OPGKPABH_01691	CDS	786				hypothetical protein
OPGKPABH_01692	CDS	1785	treZ	3.2.1.141	COG0296	Malto-oligosyltrehalose trehalohydrolase
OPGKPABH_01693	CDS	2529	treY	5.4.99.15		Maltooligosyl trehalose synthase
OPGKPABH_01694	CDS	2076	glgX_2	3.2.1.-	COG1523	Glycogen operon protein GlgX 
OPGKPABH_01695	CDS	1203	patB	4.4.1.13	COG1168	Cystathionine beta-lyase PatB
OPGKPABH_01696	CDS	1452	mleN		COG1757	Malate-2H(+)/Na(+)-lactate antiporter
OPGKPABH_01697	CDS	981	galS_1		COG1609	HTH-type transcriptional regulator GalS
OPGKPABH_01698	CDS	1464				hypothetical protein
OPGKPABH_01699	CDS	210				hypothetical protein
OPGKPABH_01700	CDS	384				ISNCY family transposase ISBcen27
OPGKPABH_01701	CDS	930				hypothetical protein
OPGKPABH_01702	CDS	333				hypothetical protein
OPGKPABH_01703	CDS	249				hypothetical protein
OPGKPABH_01704	CDS	285	relE_1	3.1.-.-	COG2026	mRNA interferase toxin RelE
OPGKPABH_01705	CDS	390	yjgH		COG0251	RutC family protein YjgH
OPGKPABH_01706	CDS	1080	queA_2	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
OPGKPABH_01707	CDS	489				hypothetical protein
OPGKPABH_01708	CDS	1509	tetX	1.14.13.231		Flavin-dependent monooxygenase
OPGKPABH_01709	CDS	1242	tetA			Tetracycline resistance protein, class C
OPGKPABH_01710	CDS	1557				hypothetical protein
OPGKPABH_01711	CDS	1287	exuT_2		COG2271	Hexuronate transporter
OPGKPABH_01712	CDS	1026	yjmD	1.-.-.-	COG1063	putative zinc-type alcohol dehydrogenase-like protein YjmD
OPGKPABH_01713	CDS	672	pdhR_2		COG2186	Pyruvate dehydrogenase complex repressor
OPGKPABH_01714	CDS	1089				hypothetical protein
OPGKPABH_01715	CDS	153				hypothetical protein
OPGKPABH_01716	CDS	1104	hoxK	1.12.99.6	COG1740	Uptake hydrogenase small subunit
OPGKPABH_01717	CDS	1803	hyaB_1	1.12.99.6	COG0374	Hydrogenase-1 large chain
OPGKPABH_01718	CDS	675	hyaC_1		COG1969	putative Ni/Fe-hydrogenase 1 B-type cytochrome subunit
OPGKPABH_01719	CDS	609	hyaD_1	3.4.23.-	COG0680	Hydrogenase 1 maturation protease
OPGKPABH_01720	CDS	300				hypothetical protein
OPGKPABH_01721	CDS	411				hypothetical protein
OPGKPABH_01722	CDS	1062	norV_2			Anaerobic nitric oxide reductase flavorubredoxin
OPGKPABH_01723	CDS	888				hypothetical protein
OPGKPABH_01724	CDS	342	hybF_2		COG0375	Hydrogenase maturation factor HybF
OPGKPABH_01725	CDS	1119	ompC_1			Outer membrane porin C
OPGKPABH_01726	CDS	528				hypothetical protein
OPGKPABH_01727	CDS	948				hypothetical protein
OPGKPABH_01728	CDS	360				hypothetical protein
OPGKPABH_01729	CDS	927	glsA2	3.5.1.2	COG2066	Glutaminase 2
OPGKPABH_01730	CDS	1389	sad_1	1.2.1.16	COG1012	Succinate semialdehyde dehydrogenase [NAD(P)+] Sad
OPGKPABH_01731	CDS	873	gltR		COG0583	HTH-type transcriptional regulator GltR
OPGKPABH_01732	CDS	1191	sotB		COG2814	Sugar efflux transporter
OPGKPABH_01733	CDS	666				hypothetical protein
OPGKPABH_01734	CDS	435	marR		COG1846	Multiple antibiotic resistance protein MarR
OPGKPABH_01735	CDS	384	marA			Multiple antibiotic resistance protein MarA
OPGKPABH_01736	CDS	210				hypothetical protein
OPGKPABH_01737	CDS	903	eamA		COG0697	putative amino-acid metabolite efflux pump
OPGKPABH_01738	CDS	1188	mdrP			Na(+), Li(+), K(+)/H(+) antiporter
OPGKPABH_01739	CDS	96	mgtS			Small protein MgtS
OPGKPABH_01740	CDS	393	ygiW_2		COG3111	Protein YgiW
OPGKPABH_01741	CDS	528	pncC_2	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
OPGKPABH_01742	CDS	183				Putative virulence-regulating protein
OPGKPABH_01743	CDS	2043	dcp	3.4.15.5		Dipeptidyl carboxypeptidase
OPGKPABH_01744	CDS	747	ydfG	1.1.1.381	COG4221	NADP-dependent 3-hydroxy acid dehydrogenase YdfG
OPGKPABH_01745	CDS	687	rspR_1		COG1802	HTH-type transcriptional repressor RspR
OPGKPABH_01746	CDS	204	ydfZ			Putative selenoprotein YdfZ
OPGKPABH_01747	CDS	1467	por_2	1.1.1.-	COG0246	Polyol:NADP oxidoreductase
OPGKPABH_01748	CDS	1380	ydfJ		COG0477	Putative transporter YdfJ
OPGKPABH_01749	CDS	1020	rspB	1.1.1.-	COG1063	Starvation-sensing protein RspB
OPGKPABH_01750	CDS	1215	rspA_1	4.2.1.-		D-galactonate dehydratase family member RspA
OPGKPABH_01751	CDS	336				hypothetical protein
OPGKPABH_01752	CDS	342				hypothetical protein
OPGKPABH_01753	CDS	561	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
OPGKPABH_01754	CDS	678				hypothetical protein
OPGKPABH_01755	CDS	306	ynfD			putative protein YnfD
OPGKPABH_01756	CDS	2439	ynfE_2	1.8.99.-	COG0243	Putative dimethyl sulfoxide reductase chain YnfE
OPGKPABH_01757	CDS	2436	ynfF	1.8.99.-	COG0243	putative dimethyl sulfoxide reductase chain YnfF
OPGKPABH_01758	CDS	618	dmsB_1		COG0437	Anaerobic dimethyl sulfoxide reductase chain B
OPGKPABH_01759	CDS	858	dmsC_1		COG3302	Anaerobic dimethyl sulfoxide reductase chain C
OPGKPABH_01760	CDS	615	dmsD_1			Tat proofreading chaperone DmsD
OPGKPABH_01761	CDS	711	osmY_1			Osmoprotectant import permease protein OsmY
OPGKPABH_01762	CDS	903	osmX			Osmoprotectant-binding protein OsmX
OPGKPABH_01763	CDS	648	osmW			Osmoprotectant import permease protein OsmW
OPGKPABH_01764	CDS	1149	osmV	7.6.2.-		Osmoprotectant import ATP-binding protein OsmV
OPGKPABH_01765	CDS	1254	clcB		COG0038	Voltage-gated ClC-type chloride channel ClcB
OPGKPABH_01766	CDS	696	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
OPGKPABH_01767	CDS	1221	mlc		COG1940	DNA-binding transcriptional repressor Mlc
OPGKPABH_01768	CDS	900	benM_1		COG0583	HTH-type transcriptional regulator BenM
OPGKPABH_01769	CDS	1254	ynfM_2		COG2814	Inner membrane transport protein YnfM
OPGKPABH_01770	CDS	249	asr			Acid shock protein
OPGKPABH_01771	CDS	822	ydgD	3.4.21.-	COG3591	putative serine protease YdgD
OPGKPABH_01772	CDS	330	mdtI		COG2076	Spermidine export protein MdtI
OPGKPABH_01773	CDS	363	mdtJ		COG2076	Spermidine export protein MdtJ
OPGKPABH_01774	CDS	1035	tqsA		COG0628	AI-2 transport protein TqsA
OPGKPABH_01775	CDS	1389	pntB	7.1.1.1	COG1282	NAD(P) transhydrogenase subunit beta
OPGKPABH_01776	CDS	1530	pntA	7.1.1.1	COG3288	NAD(P) transhydrogenase subunit alpha
OPGKPABH_01777	CDS	945	ydgH			Protein YdgH
OPGKPABH_01778	CDS	1383	ydgI		COG0531	Putative arginine/ornithine antiporter
OPGKPABH_01779	CDS	336	ydgC		COG3136	Inner membrane protein YdgC
OPGKPABH_01780	CDS	732	rstA		COG0745	Transcriptional regulatory protein RstA
OPGKPABH_01781	CDS	1143	ompN_1		COG3203	Outer membrane porin N
OPGKPABH_01782	CDS	1701	nfdA	3.5.1.91		N-substituted formamide deformylase
OPGKPABH_01783	CDS	1302	rstB	2.7.13.3	COG2205	Sensor protein RstB
OPGKPABH_01784	CDS	930	tus			DNA replication terminus site-binding protein
OPGKPABH_01785	CDS	1404	fumC	4.2.1.2	COG0114	Fumarate hydratase class II
OPGKPABH_01786	CDS	1647	fumA	4.2.1.2	COG1838	Fumarate hydratase class I, aerobic
OPGKPABH_01787	CDS	1176	manA	5.3.1.8		Mannose-6-phosphate isomerase
OPGKPABH_01788	CDS	1509	ydgA		COG5339	Protein YdgA
OPGKPABH_01789	CDS	249	malI		COG1609	Maltose regulon regulatory protein MalI
OPGKPABH_01790	CDS	396	malY		COG1168	Protein MalY
OPGKPABH_01791	CDS	1002	add	3.5.4.4		Adenosine deaminase
OPGKPABH_01792	CDS	1041	ydgJ	1.-.-.-	COG0673	putative oxidoreductase YdgJ
OPGKPABH_01793	CDS	216	ydgT			Transcription modulator YdgT
OPGKPABH_01794	CDS	441	ydgK			Inner membrane protein YdgK
OPGKPABH_01795	CDS	582	rsxA	7.-.-.-	COG4657	Ion-translocating oxidoreductase complex subunit A
OPGKPABH_01796	CDS	579	rsxB_2	7.-.-.-	COG2878	Ion-translocating oxidoreductase complex subunit B
OPGKPABH_01797	CDS	2031	rsxC	7.-.-.-	COG4656	Ion-translocating oxidoreductase complex subunit C
OPGKPABH_01798	CDS	1059	rsxD	7.-.-.-	COG4658	Ion-translocating oxidoreductase complex subunit D
OPGKPABH_01799	CDS	621	rsxG	7.-.-.-	COG4659	Ion-translocating oxidoreductase complex subunit G
OPGKPABH_01800	CDS	693	rsxE	7.-.-.-	COG4660	Ion-translocating oxidoreductase complex subunit E
OPGKPABH_01801	CDS	636	nth	4.2.99.18	COG0177	Endonuclease III
OPGKPABH_01802	CDS	1506	dtpA			Dipeptide and tripeptide permease A
OPGKPABH_01803	CDS	606	gstA	2.5.1.18	COG0625	Glutathione S-transferase GstA
OPGKPABH_01804	CDS	861	pdxY	2.7.1.35	COG2240	Pyridoxal kinase PdxY
OPGKPABH_01805	CDS	1275	tyrS	6.1.1.1	COG0162	Tyrosine--tRNA ligase
OPGKPABH_01806	CDS	657	pdxH	1.4.3.5	COG0259	Pyridoxine/pyridoxamine 5'-phosphate oxidase
OPGKPABH_01807	CDS	363	mliC		COG3895	Membrane-bound lysozyme inhibitor of C-type lysozyme
OPGKPABH_01808	CDS	1122	anmK	2.7.1.170	COG2377	Anhydro-N-acetylmuramic acid kinase
OPGKPABH_01809	CDS	468	slyB			Outer membrane lipoprotein SlyB
OPGKPABH_01810	CDS	435	slyA			Transcriptional regulator SlyA
OPGKPABH_01811	CDS	237				hypothetical protein
OPGKPABH_01812	CDS	861	aaeA_1		COG1566	p-hydroxybenzoic acid efflux pump subunit AaeA
OPGKPABH_01813	CDS	2040	aaeB_1			p-hydroxybenzoic acid efflux pump subunit AaeB
OPGKPABH_01814	CDS	522	sodC	1.15.1.1	COG2032	Superoxide dismutase [Cu-Zn]
OPGKPABH_01815	CDS	897	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
OPGKPABH_01816	CDS	240				hypothetical protein
OPGKPABH_01817	CDS	600	nemR		COG1309	HTH-type transcriptional repressor NemR
OPGKPABH_01818	CDS	1098	nemA	1.3.1.-	COG1902	N-ethylmaleimide reductase
OPGKPABH_01819	CDS	408	gloA	4.4.1.5	COG0346	Lactoylglutathione lyase
OPGKPABH_01820	CDS	648	rnt	3.1.13.-	COG0847	Ribonuclease T
OPGKPABH_01821	CDS	348	grxD		COG0278	Glutaredoxin 4
OPGKPABH_01822	CDS	822	mepH	3.4.-.-	COG0791	Murein DD-endopeptidase MepH
OPGKPABH_01823	CDS	582	sodB	1.15.1.1	COG0605	Superoxide dismutase [Fe]
OPGKPABH_01824	CDS	90	ynhF			putative protein YnhF
OPGKPABH_01825	CDS	1026	purR		COG1609	HTH-type transcriptional repressor PurR
OPGKPABH_01826	CDS	933	punR		COG0583	HTH-type transcriptional regulator PunR
OPGKPABH_01827	CDS	1206	punC		COG2814	Purine nucleoside transporter
OPGKPABH_01828	CDS	1149	cfa	2.1.1.79	COG2230	Cyclopropane-fatty-acyl-phospholipid synthase
OPGKPABH_01829	CDS	642	ribC	2.5.1.9	COG0307	Riboflavin synthase
OPGKPABH_01830	CDS	1374	mdtK		COG0534	Multidrug resistance protein MdtK
OPGKPABH_01831	tRNA	77				tRNA-Val(gac)
OPGKPABH_01832	tRNA	77				tRNA-Val(gac)
OPGKPABH_01833	CDS	1059	yscU		COG4792	Yop proteins translocation protein U
OPGKPABH_01834	CDS	780	spaR_2			Surface presentation of antigens protein SpaR
OPGKPABH_01835	CDS	267	spaQ_2			Surface presentation of antigens protein SpaQ
OPGKPABH_01836	CDS	648	yscR			Virulence protein YscR
OPGKPABH_01837	CDS	969				hypothetical protein
OPGKPABH_01838	CDS	375	ssaP			Secretion system apparatus protein SsaP
OPGKPABH_01839	CDS	432				hypothetical protein
OPGKPABH_01840	CDS	1302	sctN2	7.4.2.8		SPI-2 type 3 secretion system ATPase
OPGKPABH_01841	CDS	2046	ssaV			Secretion system apparatus protein SsaV
OPGKPABH_01842	CDS	369	ssaM			Secretion system apparatus protein SsaM
OPGKPABH_01843	CDS	993				hypothetical protein
OPGKPABH_01844	CDS	675	sctL2			SPI-2 type 3 secretion system stator protein
OPGKPABH_01845	CDS	252				hypothetical protein
OPGKPABH_01846	CDS	750	ssaJ			Secretion system apparatus lipoprotein SsaJ
OPGKPABH_01847	CDS	264				hypothetical protein
OPGKPABH_01848	CDS	291				hypothetical protein
OPGKPABH_01849	CDS	216	sctF2			SPI-2 type 3 secretion system needle filament protein
OPGKPABH_01850	CDS	690				hypothetical protein
OPGKPABH_01851	CDS	783				hypothetical protein
OPGKPABH_01852	CDS	429				hypothetical protein
OPGKPABH_01853	CDS	417				hypothetical protein
OPGKPABH_01854	CDS	588	sctB2			SPI-2 type 3 secretion system translocon protein SctB
OPGKPABH_01855	CDS	1455	sctE2			SPI-2 type 3 secretion system translocon protein SctE
OPGKPABH_01856	CDS	474				hypothetical protein
OPGKPABH_01857	CDS	591	sseB			Secreted effector protein SseB
OPGKPABH_01858	CDS	324	sseA_1			Type III secretion system chaperone SseA
OPGKPABH_01859	CDS	243				hypothetical protein
OPGKPABH_01860	CDS	1212				hypothetical protein
OPGKPABH_01861	CDS	1494	sctC2			SPI-2 type 3 secretion system secretin
OPGKPABH_01862	CDS	384	spiC			Salmonella pathogenicity island 2 protein C
OPGKPABH_01863	CDS	2763	ssrA	2.7.13.3		Sensor histidine kinase SsrA
OPGKPABH_01864	CDS	639	ssrB			Response regulator SsrB
OPGKPABH_01865	CDS	729	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
OPGKPABH_01866	CDS	960				hypothetical protein
OPGKPABH_01867	CDS	213	fumD	4.2.1.2		Fumarase D
OPGKPABH_01868	CDS	621	ttrR			Tetrathionate response regulatory protein TtrR
OPGKPABH_01869	CDS	1779	ttrS	2.7.13.3		Tetrathionate sensor histidine kinase TtrS
